Tahun,Kabupaten,Kecamatan,Kelurahan,Belum/Tidak Bekerja,Mengurus Rumah Tangga,Pelajar/Mahasiswa,Pensiunan,Pegawai Negeri Sipil,Tentara Nasional Indonesia,Kepolisian RI,Perdagangan,Petani/Pekebun/Peternak,Nelayan/Perikanan,Industri,Konstruksi,Transportasi,Karyawan Swasta,Karyawan BUMN,Karyawan BUMD,Karyawan Honorer,Buruh Harian Lepas,Buruh Tani/Perkebunan,Buruh Nelayan/Perikanan,Buruh Peternakan,Pembantu Rumah Tangga,Tukang Cukur,Tukang Listrik,Tukang Batu,Tukang Kayu,Tukang Sol Sepatu,Tukang Las/Pandai Besi,Tukang Jahit,Tukang Gigi,Penata Rias,Penata Busana,Penata Rambut,Mekanik,Seniman,Tabib,Paraji,Perancang Busana,Penterjemah,Imam Mesjid,Pendeta,Pastor,Wartawan,Ustadz/Mubaligh,Juru Masak,Promotor Acara,Anggota DPR-RI,Anggota DPD,Anggota BPK,Wakil Presiden,Anggota Mahkamah Konstitusi,Anggota Kabinet/Kementerian,Duta Besar,Gubernur,Wakil Gubernur,Bupati,Walikota,Anggota DPRD Provinsi,Anggota DPRD Kabupaten/Kota,Dosen,Guru,Pilot,Pengacara,Notaris,Arsitek,Akuntan,Konsultan,Dokter,Bidan,Perawat,Apoteker,Psikiater/Psikolog,Penyiar Televisi,Penyiar Radio,Pelaut,Peneliti,Sopir,Pialang,Paranormal,Pedagang,Perangkat Desa,Kepala Desa,Biarawati,Wiraswasta,Lainnya
2013,JAKARTA TIMUR,MAKASAR,PINANG RANTI,4561,5254,6475,318,437,135,93,,4,,3,,5,6905,112,16,34,421,1,,,1,,,,,,,3,,,,,4,20,,,,,,15,,24,,,,,,,,,,,,,,,,,35,255,,12,1,1,,3,31,10,46,,,,,8,,71,,,28,,,,2375,244
2013,JAKARTA TIMUR,MAKASAR,KEBON PALA,8329,9962,11223,915,883,192,127,1,2,,9,21,4,13624,130,4,22,1468,1,,,3,,,,,,,,,,,,,17,,,,,,19,,41,1,,,1,,,,,,,,,,,1,,32,602,6,13,2,1,,9,52,25,85,4,,,,19,,168,,,130,,,2,3367,573
2013,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,5069,5256,8713,437,1021,5154,134,2,4,5,,11,,5280,110,2,47,183,,,,7,,,,,,,3,,,,,2,6,,,,,1,3,,8,,,,,,,,1,,,,,,,,,20,415,9,8,5,,,2,89,34,107,3,1,,,1,,24,,,50,,,,762,292
2013,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,6509,8277,11581,1056,1010,120,68,4,10,1,16,31,1,12396,216,4,18,742,5,,,10,,,,,,,11,,1,,,3,16,,,,,,10,,30,2,,,3,,,,,,,,,,,1,,78,596,10,26,8,4,,2,136,16,32,,3,1,,7,,130,,,361,,,,2821,547
2013,JAKARTA TIMUR,CIRACAS,CIRACAS,10837,13359,16264,631,1183,216,621,22,12,2,15,13,5,18236,124,7,32,1003,3,,,3,,1,,,,,8,,1,,,12,12,,,,,,14,,26,6,,,,,,,,,1,,,,,,,37,828,,6,2,,,2,50,30,100,3,,,,9,,279,,1,675,,,8,3610,1049
2013,JAKARTA TIMUR,CIRACAS,CIBUBUR,11285,13676,16711,1127,1257,854,225,7,28,2,14,23,2,16632,237,18,46,1170,3,,,40,1,,,,,,17,,2,,,3,31,,,,,,22,1,53,11,,,2,,,,,,,,,,,1,,65,790,6,23,6,12,2,25,119,42,89,6,2,,,33,,347,,,643,,,1,4353,517
2013,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,7613,8997,11158,798,1132,356,257,,4,4,7,27,3,11499,112,8,22,1009,1,,,8,,,,,,,1,,,,,3,28,,,,,,35,,22,1,,,,,,,,1,,,,,,,,40,731,4,17,4,1,1,2,70,27,65,1,,,,21,,179,,,228,,,3,2925,439
2013,JAKARTA TIMUR,CIRACAS,SUSUKAN,6591,7962,9199,338,572,92,122,,3,,7,11,,11685,52,5,22,220,2,,,5,,,1,,,,,,,,,3,5,,,,,,7,,21,,,,,1,,,,,,,,,,,,21,433,,8,,,,,34,22,44,,,,,9,,232,,,570,,,,2997,356
2013,JAKARTA TIMUR,CIRACAS,RAMBUTAN,6988,7705,9126,493,672,95,309,1,4,1,6,11,2,9037,96,20,45,496,,1,,7,,,,,,,2,,,,,4,6,,,,1,1,6,,20,,,,,,,,,,,,,,,,,29,485,,2,,1,,2,65,20,43,1,,,,9,1,196,,,851,,,2,3183,344
2013,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,4279,4642,6335,293,679,308,72,1,9,,,6,2,6096,63,4,29,199,,,,5,,,,,,,,,,,,2,16,,,,,,16,,15,,,,2,,,,,,,,,,,,,37,334,1,13,1,1,,5,35,12,25,3,1,,1,6,1,40,,,158,,,1,2021,228
2013,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,4391,4909,6923,183,606,356,86,,4,,,10,5,5809,60,4,19,161,19,,,2,,,2,,,,2,,,1,1,2,17,,,,1,,2,,13,,,,,,,,,1,,,,,,,,29,351,,16,5,,,2,26,18,37,2,,,,6,1,121,,,154,,,,1973,178
2013,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3663,5069,6782,154,719,250,76,,9,,2,1,1,5046,43,2,30,518,2,,,5,,,,,,,,,,,,4,17,,,,,,5,,7,,2,,,,,,,,,,,,,,,14,363,,6,,1,1,3,13,15,27,,,,,3,1,129,,1,227,,,,1428,150
2013,JAKARTA TIMUR,CIPAYUNG,MUNJUL,4007,4664,5652,369,606,119,448,20,13,1,4,6,3,4901,89,5,38,483,,,,8,,,,,,,3,,,2,,8,15,,,,,,5,1,22,4,,,1,,,,,,,,,,,,,16,309,1,4,1,1,,1,21,18,44,,,,,5,,115,,,143,,,,1663,356
2013,JAKARTA TIMUR,CIPAYUNG,SETU,3012,3882,4815,176,462,136,47,6,22,1,7,14,14,4131,72,4,12,211,,1,,2,,,,1,,,3,,,,,3,16,,,,,,2,,17,1,,,,,,,,,,,,,,,,20,185,3,4,2,1,,4,34,7,15,1,,,,2,,42,,,207,,,,1495,499
2013,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,4304,5105,6307,280,816,133,71,6,28,,4,6,4,6342,107,2,57,322,2,,,3,1,,,,,,,,,,,,9,,,,,,9,,15,,,,1,,,,,1,,,,,,2,,26,277,1,7,,,,5,53,11,14,,2,,,3,,39,,,79,,,1,1926,247
2013,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,10501,12620,16436,832,1358,381,142,,3,1,7,11,,17579,188,11,35,688,,,,,,,,,,1,3,,,,,7,39,,,,1,,9,,43,3,,,,,,,,,,,,,,2,,51,876,3,20,1,2,1,3,46,29,88,1,,,,22,,176,,,378,,,1,4241,325
2013,JAKARTA TIMUR,CIPAYUNG,CEGER,3272,3653,4891,256,405,115,74,2,2,,9,16,2,4631,78,7,10,116,2,,,1,,,,,,,1,,,,,2,8,,,,,,3,,15,,,,,,,,,,,,,,,2,,16,224,3,9,,,,1,28,8,37,1,,,,5,,66,,,112,,,,1568,286
